block,site,date,time,sensor,HOBO_ID,tide_height,position,Tidelevl,exposure,temperature
EPWS,Fidalgo,06/01/2014,0:00,Fidalgo_0.5a,1038143,0.5,a,1.79,water,10.956
EPWS,Fidalgo,06/01/2014,0:30,Fidalgo_0.5a,1038143,0.5,a,2.13,water,10.956
EPWS,Fidalgo,06/01/2014,1:00,Fidalgo_0.5a,1038143,0.5,a,2.48,water,10.956
EPWS,Fidalgo,06/01/2014,1:30,Fidalgo_0.5a,1038143,0.5,a,2.81,water,10.956
EPWS,Fidalgo,06/01/2014,2:00,Fidalgo_0.5a,1038143,0.5,a,3.08,water,10.956
EPWS,Fidalgo,06/01/2014,2:30,Fidalgo_0.5a,1038143,0.5,a,3.3,water,10.956
EPWS,Fidalgo,06/01/2014,3:00,Fidalgo_0.5a,1038143,0.5,a,3.45,water,10.956
EPWS,Fidalgo,06/01/2014,3:30,Fidalgo_0.5a,1038143,0.5,a,3.51,water,10.956
EPWS,Fidalgo,06/01/2014,4:00,Fidalgo_0.5a,1038143,0.5,a,3.48,water,10.956
EPWS,Fidalgo,06/01/2014,4:30,Fidalgo_0.5a,1038143,0.5,a,3.37,water,10.968
EPWS,Fidalgo,06/01/2014,5:00,Fidalgo_0.5a,1038143,0.5,a,3.18,water,10.98
EPWS,Fidalgo,06/01/2014,5:30,Fidalgo_0.5a,1038143,0.5,a,2.9,water,10.9925
EPWS,Fidalgo,06/01/2014,6:00,Fidalgo_0.5a,1038143,0.5,a,2.56,water,11.005
EPWS,Fidalgo,06/01/2014,6:30,Fidalgo_0.5a,1038143,0.5,a,2.18,water,11.09
EPWS,Fidalgo,06/01/2014,7:00,Fidalgo_0.5a,1038143,0.5,a,1.75,water,11.175
EPWS,Fidalgo,06/01/2014,7:30,Fidalgo_0.5a,1038143,0.5,a,1.31,transition,11.1385
EPWS,Fidalgo,06/01/2014,8:00,Fidalgo_0.5a,1038143,0.5,a,0.89,transition,11.102
EPWS,Fidalgo,06/01/2014,8:30,Fidalgo_0.5a,1038143,0.5,a,0.47,transition,10.797
EPWS,Fidalgo,06/01/2014,9:00,Fidalgo_0.5a,1038143,0.5,a,0.12,air/transition,10.492
EPWS,Fidalgo,06/01/2014,9:30,Fidalgo_0.5a,1038143,0.5,a,-0.14,air,10.136
EPWS,Fidalgo,06/01/2014,10:00,Fidalgo_0.5a,1038143,0.5,a,-0.3,air,9.78
EPWS,Fidalgo,06/01/2014,10:30,Fidalgo_0.5a,1038143,0.5,a,-0.32,air,9.41
EPWS,Fidalgo,06/01/2014,11:00,Fidalgo_0.5a,1038143,0.5,a,-0.23,air,9.04
EPWS,Fidalgo,06/01/2014,11:30,Fidalgo_0.5a,1038143,0.5,a,-0.01,air,9.361
EPWS,Fidalgo,06/01/2014,12:00,Fidalgo_0.5a,1038143,0.5,a,0.28,air/transition,9.682
EPWS,Fidalgo,06/01/2014,12:30,Fidalgo_0.5a,1038143,0.5,a,0.63,air/transition,10.4895
EPWS,Fidalgo,06/01/2014,13:00,Fidalgo_0.5a,1038143,0.5,a,1.02,transition,11.297
EPWS,Fidalgo,06/01/2014,13:30,Fidalgo_0.5a,1038143,0.5,a,1.41,transition,11.2605
EPWS,Fidalgo,06/01/2014,14:00,Fidalgo_0.5a,1038143,0.5,a,1.79,water,11.224
EPWS,Fidalgo,06/01/2014,14:30,Fidalgo_0.5a,1038143,0.5,a,2.14,water,11.1875
EPWS,Fidalgo,06/01/2014,15:00,Fidalgo_0.5a,1038143,0.5,a,2.44,water,11.151
EPWS,Fidalgo,06/01/2014,15:30,Fidalgo_0.5a,1038143,0.5,a,2.67,water,11.163
EPWS,Fidalgo,06/01/2014,16:00,Fidalgo_0.5a,1038143,0.5,a,2.83,water,11.175
EPWS,Fidalgo,06/01/2014,16:30,Fidalgo_0.5a,1038143,0.5,a,2.93,water,11.163
EPWS,Fidalgo,06/01/2014,17:00,Fidalgo_0.5a,1038143,0.5,a,2.94,water,11.151
EPWS,Fidalgo,06/01/2014,17:30,Fidalgo_0.5a,1038143,0.5,a,2.89,water,11.1755
EPWS,Fidalgo,06/01/2014,18:00,Fidalgo_0.5a,1038143,0.5,a,2.77,water,11.2
EPWS,Fidalgo,06/01/2014,18:30,Fidalgo_0.5a,1038143,0.5,a,2.6,water,11.139
EPWS,Fidalgo,06/01/2014,19:00,Fidalgo_0.5a,1038143,0.5,a,2.39,water,11.078
EPWS,Fidalgo,06/01/2014,19:30,Fidalgo_0.5a,1038143,0.5,a,2.14,water,11.1025
EPWS,Fidalgo,06/01/2014,20:00,Fidalgo_0.5a,1038143,0.5,a,1.88,water,11.127
EPWS,Fidalgo,06/01/2014,20:30,Fidalgo_0.5a,1038143,0.5,a,1.62,water,11.1635
EPWS,Fidalgo,06/01/2014,21:00,Fidalgo_0.5a,1038143,0.5,a,1.38,transition,11.2
EPWS,Fidalgo,06/01/2014,21:30,Fidalgo_0.5a,1038143,0.5,a,1.17,transition,11.1755
EPWS,Fidalgo,06/01/2014,22:00,Fidalgo_0.5a,1038143,0.5,a,1.04,transition,11.151
EPWS,Fidalgo,06/01/2014,22:30,Fidalgo_0.5a,1038143,0.5,a,0.99,transition,11.212
EPWS,Fidalgo,06/01/2014,23:00,Fidalgo_0.5a,1038143,0.5,a,1.04,transition,11.273
EPWS,Fidalgo,06/01/2014,23:30,Fidalgo_0.5a,1038143,0.5,a,1.19,transition,11.285
EPWS,Fidalgo,06/02/2014,0:00,Fidalgo_0.5a,1038143,0.5,a,1.41,transition,11.297
EPWS,Fidalgo,06/02/2014,0:30,Fidalgo_0.5a,1038143,0.5,a,1.69,water,11.2485
EPWS,Fidalgo,06/02/2014,1:00,Fidalgo_0.5a,1038143,0.5,a,2,water,11.2
EPWS,Fidalgo,06/02/2014,1:30,Fidalgo_0.5a,1038143,0.5,a,2.31,water,11.1875
EPWS,Fidalgo,06/02/2014,2:00,Fidalgo_0.5a,1038143,0.5,a,2.6,water,11.175
EPWS,Fidalgo,06/02/2014,2:30,Fidalgo_0.5a,1038143,0.5,a,2.86,water,11.102
EPWS,Fidalgo,06/02/2014,3:00,Fidalgo_0.5a,1038143,0.5,a,3.07,water,11.029
EPWS,Fidalgo,06/02/2014,3:30,Fidalgo_0.5a,1038143,0.5,a,3.21,water,11.017
EPWS,Fidalgo,06/02/2014,4:00,Fidalgo_0.5a,1038143,0.5,a,3.28,water,11.005
EPWS,Fidalgo,06/02/2014,4:30,Fidalgo_0.5a,1038143,0.5,a,3.27,water,11.005
EPWS,Fidalgo,06/02/2014,5:00,Fidalgo_0.5a,1038143,0.5,a,3.19,water,11.005
EPWS,Fidalgo,06/02/2014,5:30,Fidalgo_0.5a,1038143,0.5,a,3.04,water,11.1145
EPWS,Fidalgo,06/02/2014,6:00,Fidalgo_0.5a,1038143,0.5,a,2.81,water,11.224
EPWS,Fidalgo,06/02/2014,6:30,Fidalgo_0.5a,1038143,0.5,a,2.52,water,11.236
EPWS,Fidalgo,06/02/2014,7:00,Fidalgo_0.5a,1038143,0.5,a,2.19,water,11.248
EPWS,Fidalgo,06/02/2014,7:30,Fidalgo_0.5a,1038143,0.5,a,1.82,water,11.2605
EPWS,Fidalgo,06/02/2014,8:00,Fidalgo_0.5a,1038143,0.5,a,1.43,transition,11.273
EPWS,Fidalgo,06/02/2014,8:30,Fidalgo_0.5a,1038143,0.5,a,1.06,transition,11.3215
EPWS,Fidalgo,06/02/2014,9:00,Fidalgo_0.5a,1038143,0.5,a,0.69,transition,11.37
EPWS,Fidalgo,06/02/2014,9:30,Fidalgo_0.5a,1038143,0.5,a,0.36,transition,10.8205
EPWS,Fidalgo,06/02/2014,10:00,Fidalgo_0.5a,1038143,0.5,a,0.1,air/transition,10.271
EPWS,Fidalgo,06/02/2014,10:30,Fidalgo_0.5a,1038143,0.5,a,-0.07,air,10.32
EPWS,Fidalgo,06/02/2014,11:00,Fidalgo_0.5a,1038143,0.5,a,-0.13,air,10.369
EPWS,Fidalgo,06/02/2014,11:30,Fidalgo_0.5a,1038143,0.5,a,-0.07,air,11.306
EPWS,Fidalgo,06/02/2014,12:00,Fidalgo_0.5a,1038143,0.5,a,0.1,air/transition,12.243
EPWS,Fidalgo,06/02/2014,12:30,Fidalgo_0.5a,1038143,0.5,a,0.35,transition,12.1465
EPWS,Fidalgo,06/02/2014,13:00,Fidalgo_0.5a,1038143,0.5,a,0.66,transition,12.05
EPWS,Fidalgo,06/02/2014,13:30,Fidalgo_0.5a,1038143,0.5,a,1.01,transition,11.977
